date,asset,currency,price,notes
2024-05-20,Asset_40,GBP,53.81,
2024-05-21,Asset_40,GBP,55.96,
2024-05-22,Asset_40,GBP,0.0,
2024-05-23,Asset_40,GBP,58.55,
2024-05-24,Asset_40,GBP,59.27,
2024-05-27,asset_40 ,GBP,59.05,
2024-05-28,Asset_40,GBP,59.31,
05/29/2024,Asset_40,GBP,59.12,
2024-05-30,Asset_40,GBP,59.35,
2024-05-31,Asset_40,GBP,61.09,
2024-06-03,Asset_40,GBP,58.72,
2024-06-04,Asset_40,GBP,58.78,
06/05/2024,Asset_40,GBP,58.43,
2024-06-06,Asset_40,GBP,57.67,
2024-06-07,asset_40 ,GBP,59.45,
2024-06-10,Asset_40,GBP,60.95,
2024-06-11,Asset_40,GBP,59.58,Updated
2024-06-12,Asset_40,GBP,59.95,Updated
2024-06-13,Asset_40,GBP,60.42,
2024-06-14,Asset_40,GBP,58.46,
2024-06-17,Asset_40,GBP,58.76,
2024-06-18,Asset_40,GBP,60.52,
2024-06-19,Asset_40,GBP,60.87,
2024-06-20,Asset_40,GBP,60.96,
2024-06-21,Asset_40,GBP,59.2,
2024-06-24,Asset_40,GBP,59.92,
2024-06-25,ASSET_40,GBP,58.17,
2024-06-26,Asset_40,GBP,59.81,
06/27/2024,Asset_40,GBP,59.2,
2024-06-28,Asset_40,GBP,59.29,
2024-01-01,Asset_41,JPY,3495.99,
2024-01-02,Asset_41,jpy,3517.39,
2024-01-03,Asset_41,JPY,3698.26,
2024-01-04,Asset_41,JPY,3683.87,
2024-01-05,Asset_41,JPY,3749.55,
2024-01-08,Asset_41,JPY,3819.04,
2024-01-09,Asset_41,JPY,3858.13,
2024-01-10,Asset_41,JPY,3907.6,
2024-01-11,Asset_41,JPY,3715.0,
2024-01-12,Asset_41,JPY,3657.47,
2024-01-15,Asset_41,JPY,3597.6,
2024-01-16,Asset_41,JPY,3669.99,
2024-01-17,Asset_41,JPY,3605.77,
2024-01-18,ASSET_41 ,JPY,3427.88,
2024-01-19,Asset_41,JPY,3451.68,
2024-01-22,Asset_41,JPY,3459.76,
2024-01-23,Asset_41,JPY,3521.62,
2024-01-24,Asset_41,JPY,3631.42,
2024-01-25,Asset_41,JPY,3609.09,
2024-01-26,Asset_41,JPY,3556.06,
2024-01-29,Asset_41,JPY,3650.68,
2024-01-30,Asset_41,JPY,3597.97,
2024-01-31,Asset_41,JPY,3573.94,
2024-02-01,Asset_41,jpy,3607.07,
2024-02-02,Asset_41,JPY,3679.38,
2024-02-05,Asset_41,JPY,3582.23,
2024-02-06,Asset_41,JPY,3541.7,
2024-02-07,Asset_41,JPY,3523.54,
2024-02-08,Asset_41,JPY,3705.03,
2024-02-09,Asset_41,JPY,3818.27,
2024-02-12,Asset_41,JPY,3749.85,
2024-02-13,Asset_41,JPY,3837.67,Check
14-02-2024,Asset_41,JPY,3800.83,
2024-02-15,Asset_41,JPY,3709.32,
2024-02-16,Asset_41,JPY,3701.41,
2024-02-19,Asset_41,JPY,3683.57,
2024-02-20,Asset_41,JPY,3744.75,
2024-02-21,Asset_41,JPY,3788.0,
2024-02-22,Asset_41,JPY,3787.53,
2024-02-23,Asset_41,JPY,3868.22,
2024-02-26,Asset_41,JPY,3795.2,
2024-02-27,Asset_41,JPY,3762.56,
2024-02-28,Asset_41,JPY,3646.32,
2024-02-29,Asset_41,jpy,3558.81,
2024-03-01,Asset_41,JPY,3539.18,
2024-03-04,Asset_41,JPY,3547.6,
2024-03-05,ASSET_41,JPY,3602.09,
2024-03-06,Asset_41,JPY,3622.62,
2024-03-07,Asset_41,JPY,3670.36,
2024-03-08,Asset_41,JPY,3537.06,
2024-03-11,Asset_41,JPY,3575.42,
2024-03-12,Asset_41,JPY,3645.03,
2024-03-13,asset_41 ,JPY,3608.16,
2024-03-14,Asset_41,JPY,3675.02,
2024-03-15,Asset_41,JPY,3729.07,
2024-03-18,Asset_41,JPY,3833.6,
2024-03-19,Asset_41,JPY,3925.57,
2024-03-20,Asset_41,JPY,4048.33,
2024-03-21,Asset_41,JPY,,
2024-03-22,Asset_41,JPY,3941.61,
2024-03-25,Asset_41,JPY,3986.22,
2024-03-26,Asset_41,JPY,4018.73,
2024-03-27,Asset_41,JPY,3981.94,
2024-03-28,Asset_41,JPY,4071.26,
2024-03-29,Asset_41,JPY,4246.44,
2024-04-01,Asset_41,JPY,4118.48,
2024-04-02,Asset_41,JPY,3991.76,
2024-04-03,Asset_41,JPY,3904.31,Check
2024-04-04,Asset_41,JPY,3923.27,
2024-04-05,asset_41 ,JPY,3896.36,
2024-04-08,Asset_41,JPY,3793.45,
20240409,Asset_41,JPY,3802.58,
2024-04-10,Asset_41,JPY,3745.6,
2024-04-11,Asset_41,JPY,3855.76,
2024-04-12,Asset_41,JPY,3731.98,
15-04-2024,Asset_41,JPY,3779.83,
2024-04-16,Asset_41,JPY,3689.44,
2024-04-17,Asset_41,JPY,3715.64,
2024-04-18,Asset_41,JPY,3669.98,
2024-04-19,asset_41,JPY,3633.25,
2024-04-22,Asset_41,JPY,3674.39,
2024-04-23,Asset_41,JPY,3811.08,
2024-04-24,Asset_41,JPY,3755.38,
2024-04-25,Asset_41,JPY,3806.94,
2024-04-26,Asset_41,JPY,3871.43,
2024-04-29,Asset_41,JPY,3781.6,
2024-04-30,Asset_41,JPY,3699.2,
2024-05-01,Asset_41,JPY,3638.53,
2024-05-02,Asset_41,JPY,3686.59,
2024-05-03,Asset_41,JPY,3701.05,
2024-05-06,Asset_41,JPY,3756.67,
2024-05-07,Asset_41,JPY,3660.92,
2024-05-08,Asset_41,JPY,3763.61,
20240509,Asset_41,jpy ,3822.77,
2024-05-10,Asset_41,JPY,3952.19,
2024-05-13,Asset_41,JPY,3848.12,
2024-05-14,Asset_41,JPY,3785.44,
15-05-2024,Asset_41,JPY,3952.75,
2024-05-16,Asset_41,JPY,3958.83,
2024-05-17,Asset_41,JPY,3911.39,
2024-05-20,Asset_41,JPY,3911.24,
2024-05-21,asset_41 ,JPY,3818.97,
2024-05-22,asset_41 ,JPY,3972.37,
2024-05-23,Asset_41,JPY,3816.86,
2024-05-24,Asset_41,JPY,3938.66,
2024-05-27,Asset_41,JPY,0.0,
2024-05-28,Asset_41,JPY,3770.69,
2024-05-29,Asset_41,JPY ,3929.16,
2024-05-30,asset_41 ,JPY,3832.62,
2024-05-31,Asset_41,JPY,3780.73,
2024-06-03,Asset_41,JPY,3713.97,
2024-06-04,Asset_41,JPY,3726.78,
2024-06-05,Asset_41,JPY,3770.16,
2024-06-06,Asset_41,JPY,3779.05,
2024-06-07,Asset_41,JPY,3799.27,
2024-06-10,Asset_41,JPY,3769.72,
2024-06-11,Asset_41,JPY,3746.78,
2024-06-12,Asset_41,jpy,3673.41,
2024-06-13,Asset_41,JPY,3632.71,
2024-06-14,Asset_41,JPY,3595.56,
2024-06-17,Asset_41,JPY,3519.5,
2024-06-18,Asset_41,JPY,3561.65,
2024-06-19,Asset_41,JPY,3588.48,
2024-06-20,Asset_41,JPY,3511.62,
2024-06-21,Asset_41,JPY,3485.76,
2024-06-24,Asset_41,JPY,3367.41,
2024-06-25,Asset_41,JPY ,3327.56,
2024-06-26,Asset_41,jpy,3286.98,
2024-06-27,Asset_41,JPY,3243.32,
2024-06-28,Asset_41,JPY,3169.49,
2024-01-01,Asset_42,GBP,79.87,
2024-01-02,Asset_42,GBP,79.68,
2024-01-03,Asset_42,GBP,79.34,
2024-01-04,Asset_42,GBP,79.26,
2024-01-05,Asset_42,GBP,80.01,
2024-01-08,Asset_42,GBP,78.57,
2024-01-09,Asset_42,GBP,76.3,
2024-01-10,Asset_42,GBP,78.23,
11-01-2024,Asset_42,GBP,77.62,
2024-01-12,Asset_42,GBP,78.13,
2024-01-15,Asset_42,GBP,77.17,
2024-01-16,Asset_42,GBP,0.0,
2024-01-17,asset_42 ,GBP,75.37,
2024-01-18,Asset_42,GBP,75.99,
2024-01-19,Asset_42,GBP,77.89,
2024-01-22,Asset_42,GBP,78.08,
2024-01-23,Asset_42,GBP,77.75,
2024-01-24,Asset_42,GBP,77.64,Check
2024-01-25,Asset_42,gbp,79.33,
2024-01-26,Asset_42,GBP,82.2,
2024-01-29,Asset_42,GBP,80.7,
2024-01-30,Asset_42,GBP,79.75,
2024-01-31,Asset_42,GBP,80.01,
2024-02-01,Asset_42,GBP,78.52,
2024-02-02,Asset_42,GBP,78.95,
2024-02-05,asset_42 ,GBP,79.3,
2024-02-06,Asset_42,GBP,80.01,
2024-02-07,ASSET_42,GBP,80.02,
2024-02-08,Asset_42,GBP,81.33,
02/09/2024,Asset_42,GBP,80.02,
2024-02-12,Asset_42,GBP,81.94,
2024-02-13,Asset_42,GBP,80.87,
2024-02-14,Asset_42,GBP,80.56,
2024-02-15,Asset_42,GBP,80.75,
2024-02-16,Asset_42,GBP,79.74,
2024-02-19,Asset_42,GBP,80.38,
2024-02-20,Asset_42,GBP,76.95,
2024-02-21,Asset_42,GBP,76.83,
2024-02-22,Asset_42,GBP,75.6,
2024-02-23,Asset_42,GBP,75.55,
2024-02-26,Asset_42,GBP,74.76,
2024-02-27,Asset_42,GBP,74.42,
2024-02-28,Asset_42,GBP,74.64,
2024-02-29,Asset_42,GBP,74.5,
2024-03-01,Asset_42,GBP,75.88,
2024-03-04,Asset_42,GBP,78.38,
2024-03-05,Asset_42,GBP,76.96,
2024-03-06,Asset_42,GBP,75.77,
2024-03-07,Asset_42,GBP,74.04,
2024-03-08,Asset_42,GBP,73.62,
2024-03-11,Asset_42,GBP,73.85,
2024-03-12,Asset_42,GBP,74.18,
2024-03-13,Asset_42,GBP,74.7,
2024-03-14,Asset_42,GBP,73.85,
2024-03-15,Asset_42,GBP,75.81,
2024-03-18,Asset_42,GBP,74.62,
2024-03-19,Asset_42,GBP,76.68,Updated
2024-03-20,Asset_42,gbp,77.33,
21-03-2024,Asset_42,GBP,76.62,
2024-03-22,Asset_42,GBP,77.0,
2024-03-25,Asset_42,GBP,76.71,
2024-03-26,Asset_42,GBP,78.11,
2024-03-27,Asset_42,GBP,78.22,
2024-03-28,Asset_42,GBP,77.7,Updated
2024-03-29,Asset_42,GBP,78.49,
2024-04-01,Asset_42,GBP,77.4,
2024-04-02,asset_42 ,GBP,77.44,
2024-04-03,Asset_42,GBP,75.15,
2024-04-04,Asset_42,GBP,74.31,
2024-04-05,Asset_42,GBP,76.37,
2024-04-08,Asset_42,GBP,78.52,
2024-04-09,Asset_42,GBP,77.04,
2024-04-10,asset_42,GBP,77.94,
2024-04-11,Asset_42,GBP,75.88,
2024-04-12,Asset_42,GBP,75.58,
2024-04-15,Asset_42,GBP,73.02,Check
04/16/2024,Asset_42,GBP,75.99,
2024-04-17,Asset_42,GBP,76.73,
2024-04-18,ASSET_42 ,GBP,74.79,
2024-04-19,Asset_42,GBP,71.29,
2024-04-22,Asset_42,GBP,72.16,
2024-04-23,Asset_42,GBP,72.29,
04/24/2024,Asset_42,GBP,71.37,
2024-04-25,Asset_42,GBP,72.26,
2024-04-26,Asset_42,GBP,71.58,
2024-04-29,ASSET_42,GBP,71.95,
2024-04-30,ASSET_42,GBP,71.63,
2024-05-01,Asset_42,GBP,70.89,
05/02/2024,asset_42 ,GBP,70.53,
2024-05-03,Asset_42,GBP,72.34,
2024-05-06,Asset_42,GBP,-72.04,
2024-05-07,Asset_42,GBP,74.92,
2024-05-08,Asset_42,GBP,75.46,
2024-05-09,Asset_42,GBP,78.21,
2024-05-10,Asset_42,GBP,78.56,
2024-05-13,Asset_42,GBP,75.31,
2024-05-14,Asset_42,GBP,78.17,
2024-05-15,Asset_42,GBP,79.08,
2024-05-16,ASSET_42,GBP,77.89,
2024-05-17,Asset_42,GBP,79.34,
2024-05-20,Asset_42,GBP,78.0,
2024-05-21,Asset_42,GBP,78.71,
2024-05-22,Asset_42,GBP,78.94,
2024-05-23,Asset_42,GBP,81.17,
2024-05-24,asset_42 ,GBP,83.18,Check
2024-05-27,Asset_42,GBP,82.78,
2024-05-28,Asset_42,GBP,82.74,
2024-05-29,Asset_42,GBP,83.65,
2024-05-30,Asset_42,GBP,83.57,
2024-05-31,Asset_42,GBP,81.04,
06/03/2024,Asset_42,GBP,81.69,
2024-06-04,Asset_42,GBP,79.75,Updated
20240605,Asset_42,GBP,78.9,
2024-06-06,Asset_42,GBP,80.58,
2024-06-07,Asset_42,GBP,79.88,
2024-06-10,Asset_42,GBP,82.24,
2024-06-11,Asset_42,GBP,83.33,
2024-06-12,Asset_42,GBP,81.64,
2024-06-13,Asset_42,GBP,82.03,
2024-06-14,Asset_42,GBP,82.13,
2024-06-17,Asset_42,GBP,82.01,
2024-06-18,Asset_42,GBP,81.33,
2024-06-19,asset_42,GBP,81.73,
2024-06-20,asset_42 ,GBP,80.76,
2024-06-21,Asset_42,GBP,78.81,
2024-06-24,Asset_42,GBP,80.05,
2024-06-25,Asset_42,GBP,79.25,
06/26/2024,Asset_42,gbp,80.5,
2024-06-27,Asset_42,GBP,79.4,
2024-06-28,Asset_42,GBP,77.66,
2024-01-01,Asset_43,GBP,252.08,
2024-01-02,Asset_43,GBP,249.84,
2024-01-03,Asset_43,gbp ,253.11,
2024-01-04,Asset_43,GBP,254.27,
2024-01-05,Asset_43,GBP,264.36,
2024-01-08,Asset_43,GBP,261.92,
2024-01-09,Asset_43,GBP,264.73,
2024-01-10,Asset_43,GBP,265.43,
2024-01-11,Asset_43,GBP,264.96,
2024-01-12,Asset_43,GBP,264.24,
2024-01-15,ASSET_43,GBP,260.17,
2024-01-16,Asset_43,GBP,262.87,
2024-01-17,Asset_43,GBP,265.55,
2024-01-18,Asset_43,GBP,258.26,
01/19/2024,ASSET_43 ,GBP,259.86,
2024-01-22,Asset_43,GBP,267.41,
2024-01-23,Asset_43,GBP,268.03,
2024-01-24,Asset_43,GBP,269.78,
2024-01-25,Asset_43,GBP,266.19,
2024-01-26,Asset_43,GBP,270.53,
2024-01-29,Asset_43,GBP,268.11,
2024-01-30,Asset_43,GBP,264.61,Updated
2024-01-31,Asset_43,GBP,261.1,
2024-02-01,Asset_43,GBP,254.72,
2024-02-02,Asset_43,GBP,249.4,
2024-02-05,Asset_43,GBP,245.01,
2024-02-06,Asset_43,GBP,240.25,
2024-02-07,ASSET_43,GBP,242.39,
2024-02-08,Asset_43,GBP,240.41,
2024-02-09,Asset_43,GBP,241.79,
12-02-2024,Asset_43,GBP,242.59,
2024-02-13,Asset_43,GBP,240.38,
2024-02-14,Asset_43,GBP,239.93,
2024-02-15,Asset_43,GBP,238.96,
2024-02-16,ASSET_43,GBP,243.84,
2024-02-19,Asset_43,GBP,241.47,
2024-02-20,Asset_43,GBP,244.47,
2024-02-21,asset_43,GBP,241.12,
2024-02-22,Asset_43,gbp,252.5,
2024-02-23,Asset_43,GBP,246.43,
2024-02-26,Asset_43,GBP,245.37,
2024-02-27,Asset_43,GBP,245.09,
2024-02-28,Asset_43,GBP,240.41,
2024-02-29,Asset_43,GBP,247.24,
2024-03-01,Asset_43,GBP,256.31,
03/04/2024,Asset_43,GBP,259.35,
2024-03-05,Asset_43,GBP,260.61,
2024-03-06,Asset_43,gbp ,254.06,
2024-03-07,Asset_43,GBP,,
2024-03-08,Asset_43,GBP,239.56,
2024-03-11,Asset_43,GBP,231.98,
2024-03-12,Asset_43,GBP,237.23,
2024-03-13,Asset_43,GBP,227.87,
2024-03-14,Asset_43,GBP,232.49,
2024-03-15,Asset_43,GBP,229.16,
2024-03-18,Asset_43,GBP ,240.71,
2024-03-19,Asset_43,GBP,239.96,
2024-03-20,Asset_43,GBP,240.95,
2024-03-21,Asset_43,GBP,236.95,
2024-03-22,Asset_43,GBP,235.1,
2024-03-25,Asset_43,GBP,234.45,
2024-03-26,Asset_43,GBP,238.48,
2024-03-27,Asset_43,GBP,232.62,
2024-03-28,Asset_43,GBP,0.0,Check
2024-03-29,ASSET_43 ,GBP,221.65,
2024-04-01,Asset_43,GBP,227.18,Updated
2024-04-02,Asset_43,GBP,230.66,
2024-04-03,Asset_43,GBP,232.78,
2024-04-04,Asset_43,GBP,234.75,
2024-04-05,Asset_43,GBP,235.75,
2024-04-08,asset_43,GBP,243.06,
2024-04-09,Asset_43,GBP,233.5,
2024-04-10,Asset_43,GBP,236.65,
2024-04-11,Asset_43,GBP,237.51,
2024-04-12,Asset_43,GBP,232.34,
2024-04-15,Asset_43,GBP,234.67,
2024-04-16,Asset_43,GBP,,
2024-04-17,Asset_43,GBP,220.71,
2024-04-18,ASSET_43 ,GBP,221.79,
2024-04-19,Asset_43,GBP,220.26,
2024-04-22,Asset_43,GBP,224.48,
2024-04-23,asset_43,GBP,224.22,
2024-04-24,Asset_43,GBP,220.47,
2024-04-25,Asset_43,GBP,218.01,
2024-04-26,Asset_43,GBP,225.45,
2024-04-29,Asset_43,GBP,243.25,
2024-04-30,Asset_43,GBP,238.45,
2024-05-01,Asset_43,GBP,230.09,
2024-05-02,Asset_43,GBP,236.94,
2024-05-03,Asset_43,GBP,227.6,
2024-05-06,Asset_43,GBP,228.86,Check
2024-05-07,Asset_43,GBP,226.35,
05/08/2024,Asset_43,GBP,228.1,
2024-05-09,Asset_43,GBP,230.21,
2024-05-10,Asset_43,GBP,232.9,
2024-05-13,Asset_43,GBP,235.13,
2024-05-14,Asset_43,GBP,236.25,
2024-05-15,Asset_43,GBP,229.07,
2024-05-16,Asset_43,GBP,222.57,
2024-05-17,asset_43,GBP,220.74,
20-05-2024,Asset_43,GBP,234.6,
20240521,Asset_43,GBP,233.0,
2024-05-22,asset_43,GBP,228.05,
2024-05-23,Asset_43,GBP,231.34,
2024-05-24,Asset_43,GBP,227.59,
2024-05-27,Asset_43,GBP,227.49,
2024-05-28,ASSET_43,GBP,221.72,
2024-05-29,Asset_43,GBP,226.28,
2024-05-30,Asset_43,GBP,237.37,
2024-05-31,Asset_43,GBP,236.23,
2024-06-03,ASSET_43 ,GBP,230.59,
2024-06-04,Asset_43,GBP,231.45,
2024-06-05,Asset_43,GBP,223.91,
2024-06-06,asset_43,GBP,226.71,
2024-06-07,Asset_43,GBP,232.02,
2024-06-10,Asset_43,GBP,235.21,
2024-06-11,Asset_43,GBP,234.29,
2024-06-12,Asset_43,GBP,227.23,
2024-06-13,Asset_43,GBP,224.95,
2024-06-14,Asset_43,GBP,219.09,
2024-06-17,Asset_43,GBP,222.23,
2024-06-18,Asset_43,GBP,216.68,
2024-06-19,Asset_43,GBP,223.39,
2024-06-20,Asset_43,GBP,224.89,
2024-06-21,Asset_43,GBP,228.85,
2024-06-24,asset_43 ,GBP,226.6,
06/25/2024,Asset_43,GBP,224.21,
2024-06-26,Asset_43,GBP,224.69,
2024-06-27,Asset_43,GBP,224.82,
2024-06-28,Asset_43,GBP,223.39,
2024-01-01,Asset_44,USD,258.28,
01/02/2024,Asset_44,USD,261.37,
2024-01-03,Asset_44,USD,257.62,
2024-01-04,Asset_44,USD,253.07,
20240105,Asset_44,USD,263.39,
2024-01-08,Asset_44,USD,271.19,
2024-01-09,Asset_44,USD,269.96,
2024-01-10,Asset_44,USD,267.78,
2024-01-11,ASSET_44 ,USD,260.61,
2024-01-12,Asset_44,USD,265.88,
2024-01-15,Asset_44,USD,266.36,
01/16/2024,Asset_44,USD,272.38,
2024-01-17,Asset_44,USD,279.93,
2024-01-18,Asset_44,USD,287.43,
2024-01-19,Asset_44,USD,282.85,
20240122,Asset_44,USD,288.63,
2024-01-23,Asset_44,USD,284.19,
2024-01-24,ASSET_44 ,USD,284.52,
2024-01-25,Asset_44,USD,283.23,
2024-01-26,Asset_44,USD,279.64,
2024-01-29,Asset_44,USD,275.85,
2024-01-30,Asset_44,USD,273.76,
31-01-2024,Asset_44,USD,278.12,
2024-02-01,Asset_44,USD,279.59,
2024-02-02,Asset_44,USD,273.59,
2024-02-05,Asset_44,USD,275.02,
2024-02-06,Asset_44,USD,273.01,
2024-02-07,ASSET_44 ,USD,280.73,
2024-02-08,Asset_44,USD,284.96,
2024-02-09,Asset_44,USD,288.4,
2024-02-12,Asset_44,USD,292.77,
2024-02-13,ASSET_44 ,USD,291.31,
2024-02-14,Asset_44,USD,285.35,
2024-02-15,Asset_44,USD,284.91,
2024-02-16,asset_44 ,USD,279.29,
2024-02-19,Asset_44,USD,279.44,
2024-02-20,Asset_44,usd,286.19,
20240221,Asset_44,USD,280.16,
2024-02-22,Asset_44,USD,277.78,
2024-02-23,Asset_44,USD,270.85,
2024-02-26,Asset_44,USD,269.7,
2024-02-27,Asset_44,USD,265.52,Check
2024-02-28,asset_44,USD,274.15,
2024-02-29,Asset_44,USD,276.95,
2024-03-01,ASSET_44 ,usd,293.23,
20240304,Asset_44,USD,288.18,
20240305,Asset_44,USD,293.25,
2024-03-06,Asset_44,USD,302.42,
2024-03-07,Asset_44,USD,309.49,
2024-03-08,Asset_44,USD,309.36,
2024-03-11,Asset_44,USD,304.81,
2024-03-12,Asset_44,USD ,297.82,
2024-03-13,asset_44 ,USD,292.2,
2024-03-14,Asset_44,USD,295.76,
2024-03-15,Asset_44,USD,294.13,
2024-03-18,Asset_44,USD,284.93,
2024-03-19,Asset_44,USD,285.72,
2024-03-20,ASSET_44,USD,290.57,
2024-03-21,Asset_44,USD,294.21,
03/22/2024,Asset_44,USD,291.29,
2024-03-25,Asset_44,USD,293.43,
2024-03-26,Asset_44,USD,298.94,
2024-03-27,Asset_44,USD,296.63,
2024-03-28,Asset_44,USD,298.37,
2024-03-29,Asset_44,USD,303.01,
2024-04-01,Asset_44,USD,305.87,
2024-04-02,Asset_44,USD,298.26,
2024-04-03,Asset_44,USD,287.52,
2024-04-04,Asset_44,USD,293.49,
2024-04-05,Asset_44,USD,287.46,
2024-04-08,Asset_44,USD,279.13,
2024-04-09,Asset_44,USD,272.41,
2024-04-10,Asset_44,USD,269.49,
2024-04-11,ASSET_44 ,USD,274.47,
2024-04-12,Asset_44,USD,266.11,
2024-04-15,Asset_44,USD,262.75,
2024-04-16,Asset_44,USD,255.61,
2024-04-17,Asset_44,USD,256.28,
2024-04-18,Asset_44,USD,251.5,
2024-04-19,Asset_44,USD,254.55,
2024-04-22,Asset_44,USD,247.4,
2024-04-23,Asset_44,USD,249.84,
2024-04-24,Asset_44,USD,244.76,
2024-04-25,Asset_44,USD,242.04,
20240426,Asset_44,USD,240.55,
2024-04-29,Asset_44,USD,235.51,
2024-04-30,Asset_44,USD ,236.44,
05/01/2024,Asset_44,USD,233.78,
20240502,Asset_44,USD,241.17,
2024-05-03,Asset_44,USD,245.6,
2024-05-06,Asset_44,USD,255.04,
2024-05-07,Asset_44,USD,252.61,
2024-05-08,Asset_44,USD,251.26,
2024-05-09,Asset_44,USD,246.97,
10-05-2024,Asset_44,USD,256.92,
2024-05-13,Asset_44,USD,258.04,
2024-05-14,Asset_44,USD,0.0,
2024-05-15,Asset_44,USD,253.83,
2024-05-16,Asset_44,USD,259.63,
2024-05-17,Asset_44,usd,258.77,
2024-05-20,Asset_44,USD,263.67,
2024-05-21,Asset_44,USD,267.72,
2024-05-22,Asset_44,USD,272.71,
2024-05-23,Asset_44,USD,280.7,
2024-05-24,Asset_44,usd,286.57,
20240527,Asset_44,USD,286.48,
2024-05-28,Asset_44,USD,294.25,
2024-05-29,Asset_44,USD,296.55,
2024-05-30,Asset_44,USD,294.31,
2024-05-31,Asset_44,USD,291.54,
2024-06-03,Asset_44,USD,291.65,
2024-06-04,Asset_44,USD,290.84,
2024-06-05,Asset_44,usd,292.77,
2024-06-06,Asset_44,USD,295.83,
07-06-2024,Asset_44,USD,0.0,
2024-06-10,Asset_44,USD,303.08,
2024-06-11,Asset_44,USD,299.24,
2024-06-12,Asset_44,USD,302.88,
2024-06-13,Asset_44,USD,319.91,
2024-06-14,Asset_44,USD,316.4,
2024-06-17,Asset_44,USD,315.11,
2024-06-18,Asset_44,usd ,322.39,
2024-06-19,Asset_44,USD,315.04,
2024-06-20,Asset_44,USD,316.05,
2024-06-21,Asset_44,USD,326.81,
2024-06-24,Asset_44,usd,318.63,
06/25/2024,Asset_44,USD,316.21,
2024-06-26,Asset_44,USD,314.53,
2024-06-27,Asset_44,USD,307.05,
2024-06-28,Asset_44,USD,293.84,
01-01-2024,Asset_45,USD,170.17,
2024-01-02,Asset_45,USD,172.29,
2024-01-03,asset_45,USD,178.59,
2024-01-04,Asset_45,USD,177.85,
2024-01-05,Asset_45,USD,175.41,
2024-01-08,Asset_45,USD,179.36,
2024-01-09,Asset_45,USD,178.88,
2024-01-10,Asset_45,USD,176.54,
2024-01-11,Asset_45,USD,176.37,
2024-01-12,Asset_45,USD,176.5,
2024-01-15,Asset_45,USD,183.1,
2024-01-16,Asset_45,USD,183.75,
2024-01-17,Asset_45,USD,185.29,
18-01-2024,Asset_45,usd,178.19,
2024-01-19,Asset_45,USD,171.19,
2024-01-22,Asset_45,USD,173.98,
2024-01-23,Asset_45,USD,0.0,
2024-01-24,Asset_45,USD,175.47,
2024-01-25,asset_45 ,USD,180.48,
2024-01-26,Asset_45,USD,181.86,
2024-01-29,Asset_45,USD,187.98,
2024-01-30,Asset_45,USD,186.75,
2024-01-31,Asset_45,USD,184.19,
01-02-2024,Asset_45,USD,178.93,
2024-02-02,Asset_45,USD,179.15,
2024-02-05,Asset_45,USD,185.64,
2024-02-06,Asset_45,USD,191.07,
2024-02-07,Asset_45,USD,195.08,
02/08/2024,Asset_45,USD,199.59,
2024-02-09,asset_45 ,USD,206.06,
2024-02-12,Asset_45,USD,204.37,
2024-02-13,ASSET_45 ,USD,202.5,
2024-02-14,Asset_45,USD,207.72,
2024-02-15,Asset_45,USD,213.59,
2024-02-16,Asset_45,USD,212.41,
2024-02-19,Asset_45,USD,216.65,
2024-02-20,Asset_45,USD,221.6,
2024-02-21,Asset_45,USD,218.55,
2024-02-22,Asset_45,USD,218.58,
2024-02-23,ASSET_45,USD,222.7,
2024-02-26,Asset_45,USD,219.77,
2024-02-27,Asset_45,USD,218.95,
2024-02-28,Asset_45,USD,215.85,Updated
2024-02-29,Asset_45,USD,214.59,
2024-03-01,Asset_45,USD,214.39,
2024-03-04,Asset_45,USD,217.76,
05-03-2024,Asset_45,USD,222.85,
2024-03-06,Asset_45,USD,230.06,
2024-03-07,Asset_45,USD,233.57,
2024-03-08,Asset_45,USD,236.41,
2024-03-11,ASSET_45,USD,246.57,
2024-03-12,ASSET_45 ,USD,247.07,
2024-03-13,Asset_45,USD,246.17,
2024-03-14,Asset_45,USD,247.44,
2024-03-15,Asset_45,USD,243.04,
2024-03-18,Asset_45,USD,239.09,
2024-03-19,Asset_45,USD,244.38,Updated
2024-03-20,Asset_45,USD,243.13,
2024-03-21,Asset_45,USD,239.31,
2024-03-22,Asset_45,USD,242.06,
2024-03-25,Asset_45,USD,239.99,
2024-03-26,Asset_45,USD,232.92,Check
27-03-2024,Asset_45,USD,232.07,
2024-03-28,Asset_45,USD,227.54,
2024-03-29,Asset_45,USD,215.27,
2024-04-01,Asset_45,USD,210.7,
2024-04-02,Asset_45,USD,208.7,
2024-04-03,Asset_45,USD,210.78,
2024-04-04,Asset_45,USD,213.58,
2024-04-05,Asset_45,USD,211.31,
2024-04-08,Asset_45,USD,211.79,
2024-04-09,ASSET_45,USD,206.03,
2024-04-10,Asset_45,USD,210.68,
2024-04-11,asset_45 ,USD,210.17,Updated
20240412,Asset_45,USD,213.95,
2024-04-15,Asset_45,USD,210.13,Updated
2024-04-16,Asset_45,USD,222.11,
2024-04-17,Asset_45,USD,220.34,
20240418,Asset_45,usd,221.49,
2024-04-19,Asset_45,USD,222.3,
2024-04-22,Asset_45,USD,215.46,
2024-04-23,Asset_45,USD,214.24,
2024-04-24,Asset_45,USD,217.6,
2024-04-25,Asset_45,USD,216.03,
2024-04-26,Asset_45,USD,209.88,
2024-04-29,asset_45,USD,214.6,
